"govtrust","humanid","globalid","ownestim","gender","age","income","edu","ses","scicons","trustsci","envid","extmotiv","intmotiv","politics","cri_2020","co_emissions","gini","hdi","CountryCode","pcpid","ccshare"
"0","100","100","41","1","67","6","4","7","62","10","100","0","40.8","82",44.17,14.2379,39.7,0.921,61,"4475",0
"42","96","84","92","2","42","3","4","8","74","94","80.75","78.2","69.6","70.5",44.17,14.2379,39.7,0.921,61,"4476",1
"58","59","85","44","1","34","8","4","9","79","73.5","65.5","54.2","54.8","57.5",44.17,14.2379,39.7,0.921,61,"4479",1
"64","71","71","67","2","31","6","3","8","69","67.5","85","39.6","62","50.5",44.17,14.2379,39.7,0.921,61,"4480",1
"84","84","81","76","2","33","6","1","9","88","78.5","83","81.4","67.8","83.5",44.17,14.2379,39.7,0.921,61,"4481",1
"95","93","95","98","2","32","4","2","6","100","97","95.5","95","77.4","93.5",44.17,14.2379,39.7,0.921,61,"4482",1
"51","75","84","51","2","45","5","3","4","53","51.5","77","21.2","64.2","50.5",44.17,14.2379,39.7,0.921,61,"4483",1
"30","80","75","50","1","71","6","3","6","50","45","80","30","78","86.5",44.17,14.2379,39.7,0.921,61,"4486",0
"76","89","81","83","2","33","6","4","9","80","82.5","84.5","81.8","70.4","80",44.17,14.2379,39.7,0.921,61,"4488",1
"96","92","91","95","1","38","4","3","6","93","95","92.25","94.2","76","95.5",44.17,14.2379,39.7,0.921,61,"4489",1
"81","80","86","86","2","33","6","4","10","88","80.5","88","89.8","71.8","82",44.17,14.2379,39.7,0.921,61,"4490",1
"1","99","1","33","2","74","4","3","9","11","13.5","99.25","1.6","76","100",44.17,14.2379,39.7,0.921,61,"4491",0
"78","71","63","71","2","34","8","4","9","52","66","70.5","55","52","35.5",44.17,14.2379,39.7,0.921,61,"4492",1
"1","28","7","22","2","39","1","2","1","12","20","33","9","20.2","57",44.17,14.2379,39.7,0.921,61,"4493",0
"9","49","52","24","1","68","5","3","5","87","1","91","0.4","96.8","100",44.17,14.2379,39.7,0.921,61,"4494",0
"71","82","29","61","1","72","4","3","6","76","61","85.5","13.6","81.4","57",44.17,14.2379,39.7,0.921,61,"4496",0
"12","100","100","22","2","69","5","3","6","59","21","84.5","11.2","86","85.5",44.17,14.2379,39.7,0.921,61,"4497",0
"50","97","92","83","2","49","5","2","5","68","79.5","100","100","79.8","55.5",44.17,14.2379,39.7,0.921,61,"4498",1
"48","68","63","50","1","37","4","3","3","61","53","56.75","30.8","65.6","50",44.17,14.2379,39.7,0.921,61,"4499",1
"79","97","72","79","2","37","1","3","7","54","67.5","86","54.8","65.6","56",44.17,14.2379,39.7,0.921,61,"4500",1
"42","87","68","84","1","51","4","2","7","84","73","92.25","39.2","82.8","82.5",44.17,14.2379,39.7,0.921,61,"4501",1
"4","98","97","50","2","56","5","3","4","55","64","86.25","1.8","80","67.5",44.17,14.2379,39.7,0.921,61,"4502",0
"1","30","0","10","1","62","2","3","3","11","6","17.5","0.6","12.4","100",44.17,14.2379,39.7,0.921,61,"4503",0
"82","34","75","63","1","27","5","3","8","73","58.5","53.5","45.4","62","50",44.17,14.2379,39.7,0.921,61,"4505",1
"48","63","58","14","1","69","5","3","5","63","73","61.25","29.6","70.4","52",44.17,14.2379,39.7,0.921,61,"4506",0
"72","90","85","40","2","61","","4","7","100","76","84.75","69.8","77.2","",44.17,14.2379,39.7,0.921,61,"4509",0
"75","90","93","93","1","35","6","3","8","86","88.5","93","94.6","79","3.5",44.17,14.2379,39.7,0.921,61,"4510",1
"7","48","11","40","2","37","4","2","2","16","33.5","46.75","9.2","35.6","28",44.17,14.2379,39.7,0.921,61,"4513",1
"","99","100","100","2","54","2","2","5","100","","96.75","7.8","80.8","",44.17,14.2379,39.7,0.921,61,"4514",1
"76","81","99","66","1","61","5","4","5","96","81.5","82.25","10.8","74.6","14",44.17,14.2379,39.7,0.921,61,"4516",0
"22","83","74","80","2","42","5","3","6","89","66","58.25","18.4","98","67",44.17,14.2379,39.7,0.921,61,"4517",1
"87","95","90","94","2","28","5","3","8","81","84.5","96.75","92.6","76.8","73.5",44.17,14.2379,39.7,0.921,61,"4518",0
"86","100","94","79","1","73","4","3","3","90","99.5","92.75","30.8","88.6","7",44.17,14.2379,39.7,0.921,61,"4519",1
"2","100","100","40","1","72","5","3","5","50","46","100","0.6","86.2","88",44.17,14.2379,39.7,0.921,61,"4520",0
"42","80","77","58","2","37","3","3","4","50","68","76.5","61.4","52","56",44.17,14.2379,39.7,0.921,61,"4521",1
"49","72","51","39","2","68","5","3","7","65","56.5","65.5","18.6","60","50",44.17,14.2379,39.7,0.921,61,"4522",0
"18","82","49","72","2","24","5","3","10","68","47","62.25","63","43.2","54",44.17,14.2379,39.7,0.921,61,"4525",1
"29","62","50","23","2","71","4","2","6","35","40.5","50.5","26.2","40.8","77.5",44.17,14.2379,39.7,0.921,61,"4526",0
"17","61","51","21","2","47","","3","6","88","19","33.5","60","41.2","74.5",44.17,14.2379,39.7,0.921,61,"4527",0
"","46","31","16","1","68","5","4","6","25","","27","26.2","37.4","82.5",44.17,14.2379,39.7,0.921,61,"4528",1
"10","50","5","30","1","57","4","3","5","70","10","60","4","31.8","96",44.17,14.2379,39.7,0.921,61,"4529",0
"82","92","92","62","2","67","4","3","5","95","95","92.25","13.6","91.2","50.5",44.17,14.2379,39.7,0.921,61,"4530",0
"12","32","14","51","2","65","5","3","4","50","5.5","12.5","3.2","11.4","72.5",44.17,14.2379,39.7,0.921,61,"4531",0
"20","75","0","25","1","64","4","3","7","25","5.5","67.5","12.2","52","95.5",44.17,14.2379,39.7,0.921,61,"4532",0
"21","80","72","60","2","58","1","3","10","60","40","92.5","23.4","80","4",44.17,14.2379,39.7,0.921,61,"4534",0
"52","100","97","38","1","30","1","2","1","76","71","97.25","19.4","94","12",44.17,14.2379,39.7,0.921,61,"4538",1
"11","27","62","45","1","44","2","3","3","60","41","26","53.6","25.2","38.5",44.17,14.2379,39.7,0.921,61,"4539",0
"24","91","54","40","2","73","4","3","6","56","64.5","86","17","53","68.5",44.17,14.2379,39.7,0.921,61,"4542",0
"26","100","75","63","2","49","1","3","2","86","65","67","41.8","87.8","29.5",44.17,14.2379,39.7,0.921,61,"4543",0
"75","89","90","70","2","73","5","3","7","100","94.5","96.5","21.8","73.6","66",44.17,14.2379,39.7,0.921,61,"4544",0
"0","80","60","25","1","59","6","4","6","81","0","52.5","0","20","100",44.17,14.2379,39.7,0.921,61,"4545",0
"66","93","13","49","2","67","5","4","7","80","100","11","3.6","20.8","40.5",44.17,14.2379,39.7,0.921,61,"4546",0
"75","100","91","45","2","66","7","4","7","95","90.5","100","25.8","90.6","7",44.17,14.2379,39.7,0.921,61,"4547",0
"","100","100","50","1","63","3","3","3","50","","100","87","71.6","58.5",44.17,14.2379,39.7,0.921,61,"4549",1
"","98","30","37","1","65","8","4","9","48","","76","20.4","86.8","72",44.17,14.2379,39.7,0.921,61,"4552",0
"87","92","81","58","2","58","","3","8","91","94","86.5","48.2","78","18",44.17,14.2379,39.7,0.921,61,"4553",0
"46","94","52","83","2","57","4","3","5","100","98","100","0.4","99.6","57.5",44.17,14.2379,39.7,0.921,61,"4554",0
"14","46","19","30","2","29","5","3","4","21","26.5","24","21","39.8","51.5",44.17,14.2379,39.7,0.921,61,"4556",0
"2","98","2","10","2","63","6","3","6","11","2","2","1.8","21.2","96.5",44.17,14.2379,39.7,0.921,61,"4557",0
"50","97","77","50","1","51","5","3","6","50","60","64.5","32.8","44.4","56.5",44.17,14.2379,39.7,0.921,61,"4558",0
"0","100","0","20","2","60","5","2","4","42","11.5","30","0.2","14.2","100",44.17,14.2379,39.7,0.921,61,"4562",0
"96","100","88","56","2","70","5","4","6","66","89","81.75","59","55.8","",44.17,14.2379,39.7,0.921,61,"4566",0
"50","100","90","50","2","64","4","3","5","100","80","92.5","46","46","57.5",44.17,14.2379,39.7,0.921,61,"4569",0
"7","84","63","82","2","42","3","2","4","52","6","65","13.2","54.8","83",44.17,14.2379,39.7,0.921,61,"4570",0
"15","64","50","43","2","68","4","3","5","8","73","45.5","53.4","55.6","50.5",44.17,14.2379,39.7,0.921,61,"4571",0
"75","100","100","100","2","57","2","3","5","95","99.5","100","0","100","75.5",44.17,14.2379,39.7,0.921,61,"4573",1
"27","98","97","63","1","64","","2","6","63","68.5","99.25","47.8","81.2","54",44.17,14.2379,39.7,0.921,61,"4575",0
"100","100","75","52","2","65","5","4","5","58","100","100","53.8","73.8","100",44.17,14.2379,39.7,0.921,61,"4576",1
"","99","100","53","2","58","2","2","2","79","73","81.5","11.2","69.6","",44.17,14.2379,39.7,0.921,61,"4577",0
"57","83","77","82","2","57","4","2","4","70","79","87","41.4","51","",44.17,14.2379,39.7,0.921,61,"4578",0
"50","80","72","74","2","70","4","4","7","70","50","84.25","53.8","86.4","",44.17,14.2379,39.7,0.921,61,"4579",0
"79","58","70","71","2","45","6","4","6","78","72","60.75","63.8","72.2","72.5",44.17,14.2379,39.7,0.921,61,"4580",1
"51","87","80","88","2","29","5","4","9","76","82.5","89","78","82.2","83.5",44.17,14.2379,39.7,0.921,61,"4581",1
"0","100","75","50","2","54","5","3","5","50","0","62.5","0","50","",44.17,14.2379,39.7,0.921,61,"4583",0
"57","79","79","75","2","36","3","2","3","53","71","69.25","73","63.4","57",44.17,14.2379,39.7,0.921,61,"4584",1
"11","52","52","44","2","51","5","3","6","42","","44","39.4","48.4","",44.17,14.2379,39.7,0.921,61,"4585",1
"78","72","81","81","2","37","7","4","8","82","79.5","79.25","75.6","69.8","79.5",44.17,14.2379,39.7,0.921,61,"4586",1
"82","97","89","73","2","57","4","3","6","69","79","87.25","48.6","78.4","53",44.17,14.2379,39.7,0.921,61,"4587",1
"19","63","25","17","2","43","3","3","1","54","","19.75","7","24.8","",44.17,14.2379,39.7,0.921,61,"4588",0
"50","93","100","75","2","36","2","2","1","100","71","97.25","3.8","79","56.5",44.17,14.2379,39.7,0.921,61,"4589",1
"90","90","89","90","2","38","6","3","7","92","91.5","89.25","86.6","72.2","90",44.17,14.2379,39.7,0.921,61,"4590",1
"87","81","89","85","2","53","5","4","8","90","85","86.5","88.4","73.8","90",44.17,14.2379,39.7,0.921,61,"4591",1
"87","89","93","86","2","48","6","4","10","83","84","87","88.6","72.2","86.5",44.17,14.2379,39.7,0.921,61,"4592",1
"97","96","98","97","2","52","6","3","9","97","96.5","96","96.2","77.2","96.5",44.17,14.2379,39.7,0.921,61,"4593",1
"90","90","91","89","1","38","6","3","9","93","91","90.5","92","74.6","91",44.17,14.2379,39.7,0.921,61,"4594",1
"2","91","95","32","2","70","2","3","5","78","2","100","2.2","63.2","93",44.17,14.2379,39.7,0.921,61,"4595",0
"12","100","74","61","1","38","2","3","6","91","62.5","70.75","66.4","58.2","62",44.17,14.2379,39.7,0.921,61,"4596",1
"0","16","11","44","2","49","4","3","1","0","42","15.75","0","26.4","0",44.17,14.2379,39.7,0.921,61,"4597",1
"95","96","95","97","2","53","6","3","10","93","95","95","93","77.4","97",44.17,14.2379,39.7,0.921,61,"4598",1
"65","89","83","99","2","68","4","3","10","78","79.5","82","62.8","59.4","81",44.17,14.2379,39.7,0.921,61,"4599",1
"20","72","70","51","1","55","4","2","7","51","50","81.5","19.6","51.2","59.5",44.17,14.2379,39.7,0.921,61,"4600",0
"74","64","64","73","2","34","4","3","6","63","68.5","53.5","24.2","33.8","51",44.17,14.2379,39.7,0.921,61,"4601",0
"76","80","70","83","1","29","6","3","6","84","73.5","76.25","80.6","59.6","72.5",44.17,14.2379,39.7,0.921,61,"4602",1
"82","94","95","77","2","21","1","2","7","85","92.5","84","81.4","62.2","82.5",44.17,14.2379,39.7,0.921,61,"4603",1
"3","61","52","52","2","53","3","3","3","72","","46.5","34.2","42.4","51.5",44.17,14.2379,39.7,0.921,61,"4604",0
"85","87","94","86","2","47","4","2","6","95","79.5","88.25","75.6","71","58.5",44.17,14.2379,39.7,0.921,61,"4605",1
"92","99","96","100","1","28","5","2","8","98","96","100","55.2","80.8","100",44.17,14.2379,39.7,0.921,61,"4606",1
"77","71","66","74","1","49","5","4","7","69","75.5","69.5","71.8","62.4","66.5",44.17,14.2379,39.7,0.921,61,"4607",1
"71","91","100","90","1","42","8","4","6","89","99","94.5","88","75.6","51.5",44.17,14.2379,39.7,0.921,61,"4608",0
"85","86","80","87","2","47","5","4","8","86","90","84.5","84.8","72","79",44.17,14.2379,39.7,0.921,61,"4609",1
"58","5","31","24","1","41","3","3","5","7","","44","41.8","44.8","",44.17,14.2379,39.7,0.921,61,"4610",0
"67","65","50","30","2","19","4","2","4","60","65.5","57","26.6","36.6","51.5",44.17,14.2379,39.7,0.921,61,"4611",0
"47","38","26","40","1","64","5","3","5","29","30","37.75","38.6","34.4","66.5",44.17,14.2379,39.7,0.921,61,"4612",0
"","97","95","97","1","51","6","4","6","97","95","97.5","93","78","98.5",44.17,14.2379,39.7,0.921,61,"4613",1
"68","89","53","74","2","42","3","3","7","78","81","78.75","57.4","48.8","68",44.17,14.2379,39.7,0.921,61,"4614",1
"44","82","64","78","2","42","5","3","3","72","76","76","71","48.8","56",44.17,14.2379,39.7,0.921,61,"4615",1
"90","92","91","69","2","33","6","3","8","72","69","81","75.6","72.8","61",44.17,14.2379,39.7,0.921,61,"4616",0
"94","99","97","91","1","40","6","4","10","98","86","93.75","97.2","75.4","89",44.17,14.2379,39.7,0.921,61,"4617",1
"65","75","50","65","1","33","8","3","7","95","95","76.25","0","80","42",44.17,14.2379,39.7,0.921,61,"4619",1
"83","84","81","83","1","28","7","3","8","83","82","84.25","82.6","70.2","82",44.17,14.2379,39.7,0.921,61,"4620",0
"90","95","86","85","1","41","6","4","5","82","86","83.75","78.2","88","69.5",44.17,14.2379,39.7,0.921,61,"4621",0
"10","62","41","30","1","62","7","4","8","40","26","20","21.6","31.6","83",44.17,14.2379,39.7,0.921,61,"4622",0
"90","100","100","80","1","67","6","4","7","81","95.5","99.75","44.4","98","31",44.17,14.2379,39.7,0.921,61,"4624",0
"","52","50","51","","42","","","7","52","","48","46.8","48","",44.17,14.2379,39.7,0.921,61,"4627",0
"","69","33","30","2","41","2","3","3","60","34.5","50.5","4.4","71.2","",44.17,14.2379,39.7,0.921,61,"4628",0
"26","75","65","32","2","66","3","3","7","61","50","72.75","62","62.2","99.5",44.17,14.2379,39.7,0.921,61,"4629",0
"96","95","100","100","1","22","5","3","7","100","99.5","99.5","38.6","78.8","75.5",44.17,14.2379,39.7,0.921,61,"4630",1
"76","80","87","80","1","53","6","3","5","81","78","84.5","76","72.8","83.5",44.17,14.2379,39.7,0.921,61,"4631",1
"76","91","68","63","1","71","3","3","7","61","89.5","91.75","36","65.2","77.5",44.17,14.2379,39.7,0.921,61,"4632",1
"30","100","75","50","2","62","7","3","7","90","44","75.25","10.8","85","51",44.17,14.2379,39.7,0.921,61,"4634",0
"33","50","31","31","1","67","4","2","8","50","60","53","22.8","50","59.5",44.17,14.2379,39.7,0.921,61,"4635",0
"0","50","50","30","1","66","5","4","8","20","10","50","9","35","86",44.17,14.2379,39.7,0.921,61,"4636",0
"10","60","3","30","1","73","5","3","3","20","17.5","16.5","67","29.6","84",44.17,14.2379,39.7,0.921,61,"4637",0
"75","71","60","36","1","67","8","4","7","42","51","41","25","28.8","52.5",44.17,14.2379,39.7,0.921,61,"4638",0
"1","100","100","50","1","42","1","3","3","90","70","100","10","80","31",44.17,14.2379,39.7,0.921,61,"4639",1
"20","60","50","51","2","26","4","2","5","50","","52.5","0","40","61",44.17,14.2379,39.7,0.921,61,"4640",0
"3","7","8","7","2","54","3","2","3","3","1","2.25","4.2","22.6","",44.17,14.2379,39.7,0.921,61,"4641",0
"22","95","92","52","2","27","4","4","5","98","99","91.5","35","76","16.5",44.17,14.2379,39.7,0.921,61,"4644",1
"60","100","100","57","2","37","4","4","4","93","95","95","20","100","27",44.17,14.2379,39.7,0.921,61,"4646",1
"0","99","11","0","1","51","4","3","6","10","0","75","0","32","100",44.17,14.2379,39.7,0.921,61,"4647",0
"44","95","46","72","1","64","5","4","6","94","87.5","61.5","33.8","90.2","42.5",44.17,14.2379,39.7,0.921,61,"4648",0
"88","85","95","93","1","50","6","3","9","95","95.5","93.5","90.6","79.6","94.5",44.17,14.2379,39.7,0.921,61,"4649",1
"1","51","1","2","2","65","4","2","5","82","2","3","1","38.8","99.5",44.17,14.2379,39.7,0.921,61,"4651",0
"84","91","89","90","2","25","6","4","9","91","82.5","88.75","91.8","73.8","90",44.17,14.2379,39.7,0.921,61,"4653",1
"70","64","82","87","1","40","5","3","8","73","91","71","74.2","62","57.5",44.17,14.2379,39.7,0.921,61,"4654",1
"24","63","38","41","1","50","8","3","7","80","39","27.5","0","27","76",44.17,14.2379,39.7,0.921,61,"4655",0
"100","100","0","90","1","33","3","3","7","53","81","100","20","93.8","100",44.17,14.2379,39.7,0.921,61,"4656",1
"88","79","71","80","1","35","5","3","9","84","59.5","85","77.4","68.2","83",44.17,14.2379,39.7,0.921,61,"4657",1
"41","97","80","55","2","62","3","3","1","67","","70.5","53.4","54.8","97",44.17,14.2379,39.7,0.921,61,"4658",0
"97","95","95","100","1","34","6","3","10","100","100","95.75","98.4","78.6","99.5",44.17,14.2379,39.7,0.921,61,"4659",1
"64","87","87","88","1","35","7","3","7","95","90.5","89.25","82","60.4","33",44.17,14.2379,39.7,0.921,61,"4660",1
"53","66","59","68","1","31","5","3","6","57","63.5","60.25","49.6","43.4","53",44.17,14.2379,39.7,0.921,61,"4661",1
"12","85","60","40","2","53","6","3","6","94","100","78.75","30.6","59.2","17",44.17,14.2379,39.7,0.921,61,"4662",0
"65","100","80","77","1","21","5","3","6","97","93","91.75","51.2","65.2","39.5",44.17,14.2379,39.7,0.921,61,"4663",1
"74","81","95","88","1","33","5","3","9","88","74.5","85.25","92.2","76","70",44.17,14.2379,39.7,0.921,61,"4664",1
"52","67","33","44","2","55","3","2","2","53","49","43.25","40.6","40.6","37.5",44.17,14.2379,39.7,0.921,61,"4665",1
"54","98","100","25","2","47","1","3","4","86","99.5","95.75","27.8","92.6","50",44.17,14.2379,39.7,0.921,61,"4666",0
"84","77","80","56","2","35","5","3","7","62","80","94.75","86","72.4","53.5",44.17,14.2379,39.7,0.921,61,"4667",1
"48","53","66","83","2","30","5","4","7","73","70.5","82.75","85.6","69.8","80",44.17,14.2379,39.7,0.921,61,"4668",1
"88","90","89","88","2","35","6","3","9","66","88.5","91","90","71.6","85",44.17,14.2379,39.7,0.921,61,"4669",0
"100","100","100","98","2","26","5","3","9","96","93","98.25","78.4","99","55.5",44.17,14.2379,39.7,0.921,61,"4670",1
"73","95","97","100","2","30","4","2","9","82","93","98","78.2","65.6","75.5",44.17,14.2379,39.7,0.921,61,"4672",1
"11","62","68","40","2","26","5","2","4","52","72.5","80","11.4","96.2","65",44.17,14.2379,39.7,0.921,61,"4673",1
"58","97","94","58","2","30","5","4","8","94","91.5","95.5","79.2","90","12",44.17,14.2379,39.7,0.921,61,"4674",1
"51","31","52","40","2","30","1","2","5","32","42","42.75","45.6","44.6","37",44.17,14.2379,39.7,0.921,61,"4675",1
"100","100","89","41","2","27","4","4","9","90","100","94","23.4","100","6.5",44.17,14.2379,39.7,0.921,61,"4676",1
"5","100","43","28","2","31","5","3","5","31","33.5","50.25","20.6","19","45",44.17,14.2379,39.7,0.921,61,"4677",0
"15","100","100","20","2","25","4","2","5","50","","87.5","0","80","",44.17,14.2379,39.7,0.921,61,"4679",1
"12","78","85","29","1","46","5","2","4","72","66.5","67","27.2","39","",44.17,14.2379,39.7,0.921,61,"4680",0
"25","90","70","50","2","23","8","4","5","50","77.5","42.5","1","50","13",44.17,14.2379,39.7,0.921,61,"4682",1
"8","98","78","91","2","23","1","2","1","95","91","85","21.8","71.6","",44.17,14.2379,39.7,0.921,61,"4683",0
"5","67","85","71","2","23","4","3","5","37","56","66.25","62.8","56","52.5",44.17,14.2379,39.7,0.921,61,"4684",0
"69","85","80","85","1","21","8","3","6","78","78.5","86.25","87.4","73.8","50.5",44.17,14.2379,39.7,0.921,61,"4686",1
"19","50","53","49","2","25","5","","7","50","53","50.5","53.6","55.6","53.5",44.17,14.2379,39.7,0.921,61,"4687",1
"75","79","88","90","1","55","8","4","6","87","83","92.5","90.4","74.4","92",44.17,14.2379,39.7,0.921,61,"4688",1
"28","89","71","79","2","24","4","3","7","71","72","98.25","18.4","95.8","5.5",44.17,14.2379,39.7,0.921,61,"4691",0
"74","78","73","82","1","21","5","2","6","70","73","79.25","84.2","67.4","70",44.17,14.2379,39.7,0.921,61,"4692",1
"71","93","82","30","1","53","4","3","4","87","90","81.5","41.6","61","8",44.17,14.2379,39.7,0.921,61,"4693",1
"70","40","70","41","1","18","6","2","6","30","50","26.25","7","27.6","60",44.17,14.2379,39.7,0.921,61,"4694",0
"0","21","0","55","1","23","3","3","3","0","5","67.5","39","47","94.5",44.17,14.2379,39.7,0.921,61,"4695",0
"60","40","70","60","1","21","","3","7","80","87.5","50","34","82","",44.17,14.2379,39.7,0.921,61,"4696",0
"70","97","94","80","1","63","6","3","7","75","85","99.5","15","96.8","77",44.17,14.2379,39.7,0.921,61,"4700",1
"4","67","57","29","1","21","5","3","5","66","51","40.25","16.2","60","64",44.17,14.2379,39.7,0.921,61,"4703",0
"50","76","38","66","1","23","6","3","7","73","76.5","59","55.6","52.6","71.5",44.17,14.2379,39.7,0.921,61,"4704",1
"73","74","77","70","","23","5","2","5","69","70","66","60","58","64.5",44.17,14.2379,39.7,0.921,61,"4705",1
"68","100","100","88","1","62","5","3","7","70","97.5","100","1.8","79.8","",44.17,14.2379,39.7,0.921,61,"4706",0
"27","48","55","43","1","25","4","2","5","56","52.5","65.5","35.8","55.8","50",44.17,14.2379,39.7,0.921,61,"4708",1
"70","21","5","44","1","21","1","2","4","99","95","48.25","3.2","65.8","20",44.17,14.2379,39.7,0.921,61,"4709",0
"14","45","61","49","1","21","5","4","8","34","53.5","60.25","58.8","58.8","32.5",44.17,14.2379,39.7,0.921,61,"4710",1
"51","54","41","75","1","19","","3","7","72","66.5","48","16.2","28.8","50",44.17,14.2379,39.7,0.921,61,"4711",0
"10","81","91","60","1","21","7","3","7","91","85","80.5","17.4","51","54",44.17,14.2379,39.7,0.921,61,"4713",0
"","68","81","74","1","21","4","2","6","81","","57.25","55","61.4","61",44.17,14.2379,39.7,0.921,61,"4715",1
"48","56","73","88","1","24","7","3","7","67","58","94.5","81.4","77.6","90",44.17,14.2379,39.7,0.921,61,"4716",1
"17","51","31","53","2","56","","2","4","27","67.5","66.75","22.2","50.2","91.5",44.17,14.2379,39.7,0.921,61,"4718",0
"100","100","100","82","1","37","","","","","75","100","15.6","85.2","",44.17,14.2379,39.7,0.921,61,"4720",0
"75","95","55","95","2","73","","3","","","87.5","98.75","15.4","69.2","",44.17,14.2379,39.7,0.921,61,"4721",1
"73","82","71","97","1","24","6","4","7","78","73","70.75","82.4","60.2","81.5",44.17,14.2379,39.7,0.921,61,"4722",1
"","90","88","83","1","35","6","4","8","84","84.5","86","81.8","68.6","84.5",44.17,14.2379,39.7,0.921,61,"4723",1
"100","97","97","100","1","33","6","3","8","97","96","97.75","82.4","77.4","95.5",44.17,14.2379,39.7,0.921,61,"4724",1
"73","81","72","71","2","43","6","4","8","61","76","91.5","28.4","97.6","52.5",44.17,14.2379,39.7,0.921,61,"4725",1
"90","82","59","60","1","41","8","4","9","69","86.5","89.5","23.8","92.4","75.5",44.17,14.2379,39.7,0.921,61,"4726",0
"51","92","77","83","","71","4","4","5","87","84","82.25","49.2","67.8","53",44.17,14.2379,39.7,0.921,61,"4727",1
"76","77","78","84","1","35","8","4","8","72","80","77.75","80","65.2","62",44.17,14.2379,39.7,0.921,61,"4729",1
"64","73","56","67","1","40","7","4","8","69","75","68","69.4","52.8","65.5",44.17,14.2379,39.7,0.921,61,"4730",1
"10","85","40","30","2","29","5","3","6","100","30","60","4","56","",44.17,14.2379,39.7,0.921,61,"4731",0
"51","98","61","64","2","38","7","4","7","62","69.5","95","14.2","98.8","19",44.17,14.2379,39.7,0.921,61,"4732",1
"9","80","90","77","2","22","5","3","8","65","98","97.25","6.4","76.4","0",44.17,14.2379,39.7,0.921,61,"4733",1
"","56","50","51","1","43","1","2","7","59","","39.25","32.6","33.2","60",44.17,14.2379,39.7,0.921,61,"4734",1
"85","100","100","83","2","66","","3","8","99","100","99","8","75.6","43",44.17,14.2379,39.7,0.921,61,"4735",0
"100","100","100","100","1","37","5","3","7","82","100","95","60","100","0.5",44.17,14.2379,39.7,0.921,61,"4736",1
"73","80","75","79","1","34","7","4","5","69","76.5","71.25","54.2","75.2","51.5",44.17,14.2379,39.7,0.921,61,"4737",1
"95","100","100","96","1","35","6","3","9","97","100","100","20","100","54.5",44.17,14.2379,39.7,0.921,61,"4738",1
"5","70","10","30","1","60","5","3","7","70","15","75","38","74","91",44.17,14.2379,39.7,0.921,61,"4739",1
"45","77","48","50","1","41","1","3","1","95","92.5","48.5","7","50.4","3.5",44.17,14.2379,39.7,0.921,61,"4740",0
"22","83","9","50","1","63","6","3","7","91","53","50.25","13.6","26.6","90.5",44.17,14.2379,39.7,0.921,61,"4741",0
"69","93","95","70","2","27","5","2","5","89","100","82.25","18.2","77.2","34",44.17,14.2379,39.7,0.921,61,"4742",0
"85","78","83","69","1","32","1","2","8","74","87.5","95","77.6","60.8","49",44.17,14.2379,39.7,0.921,61,"4743",1
"86","73","88","85","1","35","7","4","8","89","85","88","87.2","61","12.5",44.17,14.2379,39.7,0.921,61,"4744",1
"5","86","51","50","2","53","3","2","3","55","14","86.25","0.4","50","100",44.17,14.2379,39.7,0.921,61,"4745",0
"90","81","85","89","1","35","7","4","2","89","81","83","85.8","68","85",44.17,14.2379,39.7,0.921,61,"4746",1
"52","59","51","52","2","40","5","3","8","53","65","25.5","52.4","42.6","50",44.17,14.2379,39.7,0.921,61,"4747",0
"73","98","98","75","2","70","5","3","5","96","97","99","23.6","99","14.5",44.17,14.2379,39.7,0.921,61,"4748",0
"84","73","80","80","2","39","5","2","6","66","73","84","78","56.4","73",44.17,14.2379,39.7,0.921,61,"4749",1
"78","100","100","77","1","66","3","3","3","91","98","100","1.8","97.4","10",44.17,14.2379,39.7,0.921,61,"4750",1
"100","100","100","100","1","41","7","2","10","100","100","100","100","80","100",44.17,14.2379,39.7,0.921,61,"4751",1
"57","86","77","79","2","38","2","2","7","86","90","84","46.6","54","72",44.17,14.2379,39.7,0.921,61,"4752",1
"2","100","96","98","1","73","4","3","4","74","50.5","98.25","97.8","78.8","84.5",44.17,14.2379,39.7,0.921,61,"4753",1
"83","85","74","75","2","53","3","2","3","52","77","68.5","64.8","63.4","35",44.17,14.2379,39.7,0.921,61,"4754",1
"35","88","71","47","2","41","3","3","7","72","81.5","78","30.6","67.8","71.5",44.17,14.2379,39.7,0.921,61,"4755",0
"","25","49","33","1","30","1","2","1","27","53","46.25","38.4","44.4","28",44.17,14.2379,39.7,0.921,61,"4756",1
"10","90","95","35","2","23","4","3","4","81","92.5","89","43.6","85.4","71.5",44.17,14.2379,39.7,0.921,61,"4757",1
"66","100","3","80","2","58","4","3","3","100","90","62.5","32","28.2","54.5",44.17,14.2379,39.7,0.921,61,"4758",1
"1","100","2","71","1","61","3","3","7","81","0.5","99.5","0","89.4","1",44.17,14.2379,39.7,0.921,61,"4759",1
"19","35","34","45","1","70","","4","8","60","24","23.25","29.8","35.6","68.5",44.17,14.2379,39.7,0.921,61,"4760",0
"19","99","97","84","1","58","5","2","5","81","89.5","96","1","99.8","99.5",44.17,14.2379,39.7,0.921,61,"4761",0
"66","77","73","74","1","34","7","4","8","87","83","88.5","36.8","81.2","79",44.17,14.2379,39.7,0.921,61,"4762",1
